Date,AvgSpeed_1,AvgSpeed_2,Cool_1,Cool_2,Depart_1,DewPoint_1,DewPoint_2,Heat_1,Heat_2,PrecipTotal_1,PrecipTotal_2,ResultDir_1,ResultDir_2,ResultSpeed_1,ResultSpeed_2,SeaLevel_1,SeaLevel_2,SnowFall_1,StnPressure_1,StnPressure_2,Sunrise_1,Sunset_1,Tavg_1,Tavg_2,Tmax_1,Tmax_2,Tmin_1,Tmin_2,WetBulb_1,WetBulb_2
2007-08-24,7.1,7.3,10.0,10.0,4.0,67,67,0.0,0.0,0.24,0.2,25,25,5.8,5.5,29.82,29.81,0.0,29.11,29.16,5.15,18.666666666666668,75.0,75.0,80,81,69,69,69.0,69.0
2007-08-25,5.6,6.4,7.0,6.0,2.0,63,63,0.0,0.0,0.34,0.25,36,3,3.0,2.4,29.93,29.91,0.0,29.23,29.29,5.166666666666667,18.65,72.0,71.0,79,76,64,65,66.0,66.0
2007-08-26,5.4,4.6,5.0,5.0,0.0,55,55,0.0,0.0,0.0,0.0,11,11,3.6,3.7,30.08,30.07,0.0,29.38,29.44,5.183333333333334,18.616666666666667,70.0,70.0,79,78,60,61,61.0,62.0
2007-08-27,7.4,7.3,5.0,6.0,0.0,60,59,0.0,0.0,0.0,0.0,17,16,6.5,6.4,30.07,30.06,0.0,29.36,29.41,5.2,18.583333333333332,70.0,71.0,79,79,60,63,64.0,64.0
2007-08-28,9.5,8.3,14.0,15.0,9.0,66,65,0.0,0.0,0.0,0.0,20,21,9.0,7.8,29.99,29.98,0.0,29.28,29.34,5.216666666666667,18.566666666666666,79.0,80.0,91,90,67,69,70.0,70.0
2007-08-29,8.2,8.8,12.0,13.0,7.0,65,64,0.0,0.0,0.001,0.001,3,3,5.6,5.3,30.04,30.02,0.0,29.34,29.39,5.233333333333333,18.533333333333335,77.0,78.0,85,86,68,69,69.0,69.0
2007-08-30,9.9,10.9,1.0,3.0,-4.0,54,54,0.0,0.0,0.0,0.0,2,3,9.1,10.8,30.18,30.15,0.0,29.47,29.51,5.25,18.516666666666666,66.0,68.0,75,75,57,60,60.0,61.0
2007-08-31,5.2,4.6,2.0,2.0,-2.0,52,54,0.0,0.0,0.0,0.0,4,6,3.9,3.0,30.19,30.17,0.0,29.47,29.52,5.266666666666667,18.483333333333334,67.0,67.0,77,76,57,57,59.0,60.0
2007-09-01,5.0,4.4,4.0,5.0,1.0,55,56,0.0,0.0,0.0,0.0,11,11,4.2,4.4,30.22,30.2,0.0,29.49,29.54,5.283333333333333,18.45,69.0,70.0,81,79,57,60,61.0,62.0
2007-09-02,5.0,6.0,8.0,8.0,5.0,57,56,0.0,0.0,0.0,0.0,21,21,4.2,4.8,30.15,30.13,0.0,29.41,29.47,5.3,18.433333333333334,73.0,73.0,85,84,61,62,63.0,63.0
2007-09-03,5.8,6.2,12.0,11.0,9.0,61,61,0.0,0.0,0.0,0.0,27,25,2.0,3.0,30.09,30.07,0.0,29.36,29.42,5.316666666666666,18.4,77.0,76.0,88,88,66,64,67.0,67.0
2007-09-04,4.3,5.0,11.0,14.0,8.0,60,59,0.0,0.0,0.0,0.0,22,24,2.8,2.2,30.0,29.99,0.0,29.28,29.34,5.333333333333333,18.366666666666667,76.0,79.0,89,90,63,67,66.0,67.0
2007-09-05,6.5,6.7,13.0,17.0,11.0,63,62,0.0,0.0,0.001,0.0,19,19,6.4,6.4,29.96,29.94,0.0,29.24,29.31,5.35,18.35,78.0,82.0,90,91,66,72,69.0,69.0
2007-09-06,12.1,13.0,13.0,14.0,11.0,67,66,0.0,0.0,0.18,0.08,20,20,11.9,12.8,29.92,29.91,0.0,29.21,29.27,5.366666666666666,18.316666666666666,78.0,79.0,82,84,73,74,70.0,70.0
2007-09-07,13.9,13.0,12.0,13.0,10.0,68,67,0.0,0.0,0.19,0.67,23,23,10.4,9.5,29.85,29.84,0.0,29.15,29.21,5.383333333333334,18.283333333333335,77.0,78.0,84,84,70,71,70.0,70.0
2007-09-08,7.2,9.4,6.0,8.0,5.0,57,58,0.0,0.0,0.0,0.0,5,5,6.0,8.4,30.0,29.98,0.0,29.3,29.34,5.4,18.25,71.0,73.0,78,78,64,68,63.0,64.0
2007-09-09,9.9,10.9,7.0,6.0,6.0,59,59,0.0,0.0,0.0,0.0,3,3,9.2,10.1,30.06,30.03,0.0,29.36,29.41,5.416666666666667,18.233333333333334,72.0,71.0,80,79,63,63,63.0,64.0
2007-09-10,9.0,9.7,0.0,0.0,-2.0,58,59,1.0,1.0,0.36,0.25,2,3,7.2,7.4,30.04,30.01,0.0,29.3,29.34,5.433333333333334,18.2,64.0,64.0,74,73,54,55,60.0,62.0
2007-09-11,13.5,13.7,0.0,0.0,-4.0,44,44,4.0,4.0,0.001,0.001,29,29,11.7,12.1,29.92,29.91,0.0,29.2,29.26,5.45,18.166666666666668,61.0,61.0,71,71,50,51,52.0,52.0
2007-09-12,5.6,6.0,0.0,0.0,-8.0,42,43,8.0,9.0,0.0,0.0,3,5,1.8,1.9,30.12,30.11,0.0,29.4,29.46,5.466666666666667,18.15,57.0,56.0,67,66,46,46,49.0,50.0
2007-09-13,8.5,7.7,0.0,1.0,-1.0,45,43,1.0,0.0,0.0,0.0,19,20,8.3,7.1,29.99,29.98,0.0,29.23,29.3,5.483333333333333,18.116666666666667,64.0,66.0,78,79,50,53,54.0,54.0
2007-09-14,13.4,13.0,0.0,0.0,-8.0,39,40,9.0,8.0,0.0,0.0,32,32,12.1,11.7,30.05,30.04,0.0,29.36,29.41,5.5,18.083333333333332,56.0,57.0,66,67,45,47,48.0,49.0
2007-09-15,5.9,6.6,0.0,0.0,-14.0,33,35,15.0,13.0,0.0,0.0,33,35,1.4,1.1,30.28,30.28,0.0,29.56,29.62,5.516666666666667,18.05,50.0,52.0,61,62,39,42,43.0,45.0
2007-09-16,7.4,8.2,0.0,0.0,-6.0,40,38,7.0,4.0,0.0,0.0,18,18,6.8,7.7,30.19,30.2,0.0,29.46,29.52,5.533333333333333,18.0,58.0,61.0,71,72,44,49,49.0,50.0
2007-09-17,12.1,11.0,1.0,3.0,2.0,49,48,0.0,0.0,0.0,0.0,17,17,11.7,10.6,30.12,30.12,0.0,29.39,29.46,5.55,17.966666666666665,66.0,68.0,80,80,52,55,57.0,57.0
2007-09-18,13.1,12.8,11.0,13.0,12.0,58,57,0.0,0.0,0.0,0.0,19,19,12.9,12.5,30.06,30.05,0.0,29.34,29.41,5.583333333333333,17.933333333333334,76.0,78.0,88,89,63,66,65.0,65.0
2007-09-19,9.7,9.0,10.0,11.0,12.0,59,59,0.0,0.0,0.0,0.0,26,25,5.0,3.5,30.11,30.09,0.0,29.41,29.47,5.6,17.916666666666668,75.0,76.0,84,84,65,68,65.0,65.0
2007-09-20,6.6,6.1,4.0,5.0,7.0,59,59,0.0,0.0,0.0,0.0,7,8,5.3,5.6,30.12,30.1,0.0,29.39,29.44,5.616666666666667,17.883333333333333,69.0,70.0,78,76,60,63,63.0,64.0
2007-09-21,12.4,11.5,11.0,14.0,14.0,59,59,0.0,0.0,0.0,0.0,21,22,10.3,9.8,29.9,29.89,0.0,29.18,29.23,5.633333333333333,17.85,76.0,79.0,88,90,64,68,66.0,66.0
2007-09-22,6.8,7.7,0.0,0.0,1.0,43,45,2.0,0.0,0.0,0.0,3,1,2.6,4.3,30.12,30.1,0.0,29.42,29.48,5.65,17.816666666666666,63.0,65.0,74,72,51,58,53.0,55.0
2007-09-23,5.3,6.4,2.0,4.0,6.0,50,50,0.0,0.0,0.0,0.0,13,12,4.6,5.9,30.16,30.15,0.0,29.43,29.49,5.666666666666667,17.8,67.0,69.0,84,83,50,55,58.0,59.0
2007-09-24,11.9,10.5,14.0,16.0,18.0,63,62,0.0,0.0,0.0,0.0,19,19,11.4,10.0,29.99,29.98,0.0,29.27,29.34,5.683333333333334,17.766666666666666,79.0,81.0,90,91,68,71,68.0,69.0
2007-09-25,10.5,9.4,9.0,10.0,13.0,65,66,0.0,0.0,0.27,0.01,23,23,7.9,7.3,29.95,29.93,0.0,29.23,29.29,5.7,17.733333333333334,74.0,75.0,85,83,63,67,69.0,69.0
2007-09-26,6.6,7.3,0.0,0.0,1.0,50,51,4.0,3.0,0.09,0.14,1,2,4.3,4.8,30.03,30.02,0.0,29.31,29.37,5.716666666666667,17.7,61.0,62.0,69,68,53,55,55.0,56.0
2007-09-27,6.5,5.8,0.0,0.0,2.0,49,49,3.0,2.0,0.001,0.001,24,25,4.9,4.5,29.97,29.97,0.0,29.26,29.31,5.733333333333333,17.683333333333334,62.0,63.0,75,74,49,52,55.0,55.0
2007-09-28,7.1,6.6,0.0,0.0,4.0,46,46,2.0,2.0,0.0,0.0,4,7,2.3,3.1,30.17,30.16,0.0,29.47,29.52,5.75,17.65,63.0,63.0,73,73,53,53,53.0,54.0
2007-09-29,9.8,8.8,0.0,2.0,6.0,46,45,0.0,0.0,0.0,0.0,17,17,9.5,8.4,30.23,30.23,0.0,29.5,29.57,5.766666666666667,17.616666666666667,65.0,67.0,80,82,50,52,55.0,55.0
2007-09-30,14.6,13.2,6.0,8.0,12.0,49,48,0.0,0.0,0.14,0.14,19,19,14.4,12.9,30.1,30.1,0.0,29.36,29.44,5.783333333333333,17.583333333333332,71.0,73.0,83,84,59,61,59.0,59.0
2007-10-01,8.1,8.9,0.0,0.0,6.0,59,59,1.0,1.0,0.29,0.17,22,21,6.1,7.9,30.0,30.0,0.0,29.28,29.35,5.8,17.566666666666666,64.0,64.0,69,68,59,59,61.0,61.0
2007-10-02,11.1,10.3,3.0,5.0,10.0,59,59,0.0,0.0,0.09,0.11,19,19,10.8,10.0,29.92,29.92,0.0,29.18,29.25,5.816666666666666,17.533333333333335,68.0,70.0,78,80,57,59,63.0,63.0
2007-10-03,7.1,7.1,0.0,0.0,8.0,48,47,0.0,0.0,0.0,0.001,26,25,5.9,4.8,29.98,29.97,0.0,29.28,29.34,5.833333333333333,17.5,65.0,65.0,74,74,55,56,56.0,56.0
2007-10-04,4.6,5.9,2.0,5.0,10.0,56,56,0.0,0.0,0.0,0.0,17,17,3.9,4.6,30.04,30.03,0.0,29.34,29.39,5.866666666666667,17.483333333333334,67.0,70.0,82,83,51,56,61.0,62.0
2007-10-05,7.0,7.0,8.0,12.0,16.0,65,65,0.0,0.0,0.0,0.06,17,18,7.0,6.8,30.08,30.06,0.0,29.36,29.42,5.883333333333333,17.45,73.0,77.0,84,85,62,68,68.0,69.0
2007-10-06,7.4,6.7,13.0,15.0,22.0,67,66,0.0,0.0,0.0,0.0,20,21,6.9,6.4,30.04,30.03,0.0,29.33,29.39,5.9,17.416666666666668,78.0,80.0,87,88,69,71,70.0,71.0
2007-10-07,5.9,5.9,12.0,14.0,21.0,66,65,0.0,0.0,0.0,0.0,19,19,5.2,5.3,30.03,30.01,0.0,29.31,29.38,5.916666666666667,17.4,77.0,79.0,87,88,67,70,70.0,70.0
2007-10-08,10.1,9.9,9.0,10.0,18.0,61,60,0.0,0.0,0.0,0.0,24,24,7.7,7.3,29.93,29.92,0.0,29.23,29.28,5.933333333333334,17.366666666666667,74.0,75.0,87,88,60,62,66.0,66.0
2007-10-09,12.8,13.3,0.0,0.0,8.0,44,44,2.0,1.0,0.0,0.0,28,28,11.5,12.1,29.94,29.93,0.0,29.21,29.27,5.95,17.333333333333332,63.0,64.0,76,77,49,50,53.0,53.0
2007-10-10,15.5,14.6,0.0,0.0,-4.0,38,37,14.0,15.0,0.001,0.001,31,31,15.1,14.4,29.93,29.93,0.0,29.21,29.26,5.966666666666667,17.316666666666666,51.0,50.0,54,53,47,47,44.0,44.0
2007-10-11,12.9,15.5,0.0,0.0,-4.0,39,39,15.0,13.0,0.0,0.0,36,36,11.9,14.6,30.01,30.0,0.0,29.28,29.34,5.983333333333333,17.283333333333335,50.0,52.0,54,56,46,48,45.0,45.0
2007-10-12,4.6,5.4,0.0,0.0,-5.0,35,35,16.0,14.0,0.0,0.0,35,36,3.4,2.8,30.02,30.02,0.0,29.28,29.34,6.0,17.25,49.0,51.0,56,57,41,45,43.0,43.0
2007-10-13,3.5,4.7,0.0,0.0,-3.0,41,40,15.0,13.0,0.0,0.0,20,21,2.7,3.6,30.04,30.04,0.0,29.31,29.38,6.033333333333333,17.233333333333334,50.0,52.0,59,59,40,44,47.0,47.0
2007-10-14,6.6,6.0,0.0,0.0,4.0,49,47,8.0,6.0,0.15,0.01,11,12,5.6,5.7,30.06,30.06,0.0,29.34,29.4,6.05,17.2,57.0,59.0,61,63,53,55,53.0,52.0
2007-10-15,5.6,6.9,0.0,1.0,10.0,52,50,2.0,0.0,0.07,0.04,14,16,4.1,6.6,29.95,29.94,0.0,29.21,29.26,6.066666666666666,17.183333333333334,63.0,66.0,74,77,51,55,57.0,57.0
2007-10-16,7.5,7.3,0.0,0.0,8.0,54,55,5.0,3.0,0.24,0.19,21,21,6.4,6.5,29.88,29.88,0.0,29.16,29.23,6.083333333333333,17.15,60.0,62.0,67,68,52,56,57.0,58.0
2007-10-17,9.8,9.1,0.0,0.0,8.0,53,53,5.0,3.0,0.04,0.11,14,14,9.3,8.6,29.83,29.83,0.0,29.07,29.13,6.1,17.116666666666667,60.0,62.0,72,74,47,50,57.0,57.0
2007-10-18,18.9,17.2,4.0,5.0,18.0,56,57,0.0,0.0,0.3,0.34,19,19,17.2,15.5,29.34,29.34,0.0,28.59,28.67,6.116666666666666,17.1,69.0,70.0,78,79,59,60,61.0,62.0
2007-10-19,16.7,18.0,0.0,0.0,5.0,48,48,9.0,8.0,0.01,0.001,24,24,16.2,17.7,29.44,29.45,0.0,28.75,28.82,6.133333333333334,17.066666666666666,56.0,57.0,60,61,52,53,52.0,52.0
2007-10-20,12.0,11.7,0.0,0.0,10.0,43,43,5.0,4.0,0.0,0.0,21,21,10.9,11.1,29.71,29.72,0.0,29.02,29.1,6.166666666666667,17.05,60.0,61.0,73,74,47,47,52.0,52.0
2007-10-21,18.2,16.8,5.0,5.0,20.0,47,46,0.0,0.0,0.0,0.0,20,20,18.0,16.7,29.78,29.78,0.0,29.08,29.15,6.183333333333334,17.016666666666666,70.0,70.0,80,79,60,61,57.0,56.0
2007-10-22,9.2,10.3,0.0,0.0,7.0,47,47,8.0,8.0,0.16,0.15,36,1,5.2,5.8,29.97,29.96,0.0,29.26,29.32,6.2,17.0,57.0,57.0,67,66,46,47,50.0,51.0
2007-10-23,8.2,7.9,0.0,0.0,2.0,36,39,14.0,15.0,0.0,0.03,31,31,5.2,4.0,29.93,29.93,0.0,29.2,29.26,6.216666666666667,16.966666666666665,51.0,50.0,58,53,43,46,44.0,45.0
2007-10-24,14.5,17.3,0.0,0.0,0.0,35,35,16.0,16.0,0.0,0.0,2,2,13.3,16.0,30.16,30.16,0.0,29.46,29.51,6.233333333333333,16.95,49.0,49.0,55,53,43,45,42.0,43.0
2007-10-25,14.1,14.7,0.0,0.0,2.0,39,40,15.0,14.0,0.001,0.001,6,6,13.9,14.5,30.2,30.2,0.0,29.47,29.52,6.266666666666667,16.933333333333334,50.0,51.0,55,57,45,45,46.0,46.0
2007-10-26,6.9,7.2,0.0,0.0,11.0,48,49,6.0,5.0,0.33,0.41,5,6,6.2,4.2,30.07,30.06,0.0,29.31,29.38,6.283333333333333,16.9,59.0,60.0,65,66,53,53,52.0,52.0
2007-10-27,9.9,9.1,0.0,0.0,-2.0,38,41,19.0,17.0,0.01,0.08,32,31,9.4,7.9,30.25,30.25,0.0,29.56,29.62,6.3,16.883333333333333,46.0,48.0,55,57,37,39,45.0,46.0
2007-10-28,4.2,4.1,0.0,0.0,-2.0,30,30,20.0,20.0,0.0,0.0,23,23,3.4,3.5,30.52,30.53,0.0,29.79,29.86,6.316666666666666,16.85,45.0,45.0,56,56,34,34,39.0,39.0
2007-10-29,10.4,9.3,0.0,0.0,3.0,32,32,15.0,15.0,0.0,0.0,22,22,10.2,9.1,30.4,30.41,0.0,29.63,29.7,6.333333333333333,16.833333333333332,50.0,50.0,61,60,39,39,42.0,42.0
2007-10-30,12.5,10.9,0.0,0.0,8.0,38,37,11.0,11.0,0.0,0.0,20,20,12.2,10.8,30.2,30.22,0.0,29.43,29.51,6.366666666666666,16.816666666666666,54.0,54.0,66,66,41,42,46.0,46.0
2007-10-31,14.3,15.0,0.0,0.0,6.0,37,38,13.0,12.0,0.0,0.0,25,25,12.2,12.2,30.02,30.03,0.0,29.3,29.36,6.383333333333334,16.783333333333335,52.0,53.0,62,63,41,43,46.0,46.0
2008-05-01,11.5,10.4,0.0,0.0,8.0,51,51,4.0,4.0,0.0,0.001,16,17,10.6,9.8,29.67,29.67,0.0,28.95,29.01,4.8,18.816666666666666,61.0,61.0,74,73,48,48,56.0,57.0
2008-05-02,15.1,13.0,0.0,0.0,9.0,55,56,2.0,0.0,1.28,0.74,20,19,13.8,11.9,29.53,29.52,0.0,28.79,28.85,4.783333333333333,18.833333333333332,63.0,65.0,74,74,51,55,58.0,60.0
2008-05-03,12.7,12.7,0.0,0.0,-4.0,41,42,15.0,15.0,0.001,0.01,25,25,10.4,11.2,29.69,29.69,0.0,29.01,29.08,4.766666666666667,18.85,50.0,50.0,56,56,43,44,46.0,46.0
2008-05-04,6.3,5.6,0.0,0.0,-2.0,34,33,13.0,12.0,0.0,0.0,24,23,5.6,5.1,30.02,30.02,0.0,29.31,29.38,4.733333333333333,18.866666666666667,52.0,53.0,65,66,38,39,45.0,45.0
2008-05-05,7.0,6.2,0.0,0.0,8.0,38,38,2.0,3.0,0.0,0.0,26,23,4.4,3.7,29.99,29.99,0.0,29.27,29.34,4.716666666666667,18.883333333333333,63.0,62.0,75,74,50,50,50.0,50.0
2008-05-06,7.1,8.8,0.0,2.0,9.0,44,43,1.0,0.0,0.0,0.0,22,22,6.3,6.9,29.88,29.88,0.0,29.16,29.23,4.7,18.916666666666668,64.0,67.0,81,82,46,52,55.0,55.0
2008-05-07,12.3,11.1,0.0,0.0,5.0,52,53,5.0,4.0,0.76,0.71,23,22,3.5,1.9,29.69,29.69,0.0,28.97,29.03,4.683333333333334,18.933333333333334,60.0,61.0,70,71,49,50,56.0,56.0
2008-05-08,12.6,15.0,0.0,0.0,-4.0,35,36,13.0,12.0,0.0,0.0,5,5,12.2,14.3,29.82,29.81,0.0,29.08,29.14,4.65,18.95,52.0,53.0,59,59,45,47,44.0,45.0
2008-05-09,6.9,7.0,0.0,0.0,-6.0,34,35,15.0,15.0,0.0,0.0,3,3,6.3,6.5,29.85,29.85,0.0,29.15,29.2,4.633333333333333,18.966666666666665,50.0,50.0,58,58,41,42,43.0,44.0
2008-05-10,6.3,6.6,0.0,0.0,-6.0,37,39,15.0,14.0,0.0,0.0,7,8,5.9,6.0,29.85,29.84,0.0,29.08,29.15,4.616666666666667,18.983333333333334,50.0,51.0,61,61,38,41,45.0,46.0
2008-05-11,17.7,17.8,0.0,0.0,-5.0,43,44,13.0,11.0,0.95,1.46,2,2,14.5,14.3,29.55,29.53,0.0,28.85,28.89,4.6,19.0,52.0,54.0,58,60,46,47,47.0,48.0
2008-05-12,7.8,7.6,0.0,0.0,-9.0,38,39,17.0,18.0,0.0,0.0,7,6,5.1,4.9,29.96,29.96,0.0,29.26,29.32,4.583333333333333,19.016666666666666,48.0,47.0,56,53,40,41,43.0,43.0
2008-05-13,15.9,14.4,0.0,0.0,-1.0,45,45,8.0,6.0,0.08,0.32,18,18,15.5,13.7,29.93,29.95,0.0,29.2,29.28,4.566666666666666,19.033333333333335,57.0,59.0,73,73,40,45,51.0,52.0
2008-05-14,9.6,8.9,0.0,0.0,-3.0,48,49,10.0,11.0,0.02,0.02,25,21,2.0,2.5,29.89,29.89,0.0,29.19,29.25,4.55,19.05,55.0,54.0,64,61,45,46,52.0,52.0
2008-05-15,7.9,8.1,0.0,0.0,-8.0,37,37,15.0,15.0,0.0,0.0,5,5,6.8,7.5,30.05,30.05,0.0,29.33,29.38,4.533333333333333,19.066666666666666,50.0,50.0,57,57,43,43,45.0,45.0
2008-05-16,9.4,8.8,0.0,0.0,-2.0,41,41,8.0,8.0,0.0,0.0,25,25,8.9,8.3,29.86,29.86,0.0,29.1,29.16,4.516666666666667,19.083333333333332,57.0,57.0,73,72,40,41,50.0,50.0
2008-05-17,14.7,14.1,0.0,0.0,4.0,41,41,2.0,3.0,0.12,0.26,30,29,12.9,11.2,29.61,29.61,0.0,28.87,28.94,4.5,19.1,63.0,62.0,73,73,52,50,52.0,52.0
2008-05-18,8.2,7.9,0.0,0.0,-10.0,39,40,15.0,15.0,0.0,0.0,34,35,3.5,1.6,29.64,29.63,0.0,28.93,28.98,4.483333333333333,19.116666666666667,50.0,50.0,55,55,44,45,45.0,46.0
2008-05-19,5.7,6.2,0.0,0.0,-10.0,33,34,15.0,14.0,0.001,0.001,7,7,3.9,4.4,29.69,29.69,0.0,28.96,29.02,4.466666666666667,19.133333333333333,50.0,51.0,60,59,40,42,43.0,44.0
2008-05-20,9.2,7.7,0.0,0.0,-4.0,37,37,8.0,8.0,0.0,0.001,31,30,7.3,6.9,29.66,29.66,0.0,28.94,29.0,4.45,19.15,57.0,57.0,66,64,47,49,47.0,47.0
2008-05-21,9.2,8.8,0.0,0.0,-7.0,36,36,11.0,10.0,0.0,0.0,32,33,7.2,6.8,29.7,29.7,0.0,29.0,29.05,4.433333333333334,19.166666666666668,54.0,55.0,66,65,41,45,46.0,46.0
2008-05-22,9.8,11.2,0.0,0.0,-9.0,38,38,13.0,13.0,0.0,0.0,5,5,8.8,10.5,29.94,29.93,0.0,29.24,29.29,4.416666666666667,19.183333333333334,52.0,52.0,59,56,45,47,45.0,45.0
2008-05-23,10.9,10.7,0.0,0.0,-9.0,39,40,13.0,11.0,0.0,0.0,3,3,10.7,10.4,30.12,30.11,0.0,29.41,29.47,4.416666666666667,19.2,52.0,54.0,57,59,46,48,45.0,46.0
2008-05-24,8.4,7.4,0.0,0.0,-8.0,40,38,11.0,9.0,0.0,0.0,7,7,7.4,6.9,30.18,30.17,0.0,29.44,29.51,4.4,19.216666666666665,54.0,56.0,67,68,40,44,48.0,48.0
2008-05-25,11.9,12.4,0.0,0.0,-1.0,50,48,4.0,0.0,0.001,0.0,18,17,10.3,11.1,29.93,29.93,0.0,29.18,29.26,4.383333333333334,19.233333333333334,61.0,65.0,78,78,44,51,57.0,57.0
2008-05-26,11.8,12.0,0.0,4.0,2.0,60,60,1.0,0.0,0.48,0.0,25,24,6.2,7.3,29.81,29.8,0.0,29.11,29.17,4.366666666666666,19.25,64.0,69.0,81,84,47,53,64.0,65.0
2008-05-27,19.3,17.4,0.0,0.0,-16.0,35,36,19.0,16.0,0.0,0.001,3,2,19.2,18.0,30.19,30.18,0.0,29.5,29.54,4.366666666666666,19.266666666666666,46.0,49.0,50,53,42,45,42.0,43.0
2008-05-28,8.7,8.5,0.0,0.0,-10.0,32,35,12.0,12.0,0.0,0.0,6,7,8.2,7.8,30.34,30.33,0.0,29.6,29.66,4.35,19.266666666666666,53.0,53.0,62,61,43,45,43.0,44.0
2008-05-29,4.2,3.8,0.0,0.0,-9.0,37,38,10.0,8.0,0.01,0.08,11,10,3.5,2.2,30.16,30.17,0.0,29.39,29.46,4.35,19.283333333333335,55.0,57.0,67,68,42,45,47.0,48.0
2008-05-30,10.4,10.7,1.0,3.0,2.0,59,60,0.0,0.0,0.4,0.3,21,20,8.4,9.4,29.79,29.79,0.0,29.03,29.09,4.333333333333333,19.3,66.0,68.0,77,77,55,58,62.0,63.0
2008-05-31,11.9,12.3,4.0,5.0,5.0,56,56,0.0,0.0,0.0,0.0,28,28,10.8,11.1,29.8,29.79,0.0,29.1,29.15,4.333333333333333,19.316666666666666,69.0,70.0,79,79,59,60,62.0,62.0
2008-06-01,5.4,5.9,0.0,0.0,0.0,47,46,1.0,1.0,0.0,0.0,10,8,4.6,5.6,29.95,29.94,0.0,29.23,29.29,4.316666666666666,19.333333333333332,64.0,64.0,74,71,53,56,55.0,55.0
2008-06-02,4.8,5.7,6.0,8.0,7.0,52,53,0.0,0.0,0.001,0.0,8,13,1.9,1.7,29.89,29.87,0.0,29.16,29.21,4.316666666666666,19.333333333333332,71.0,73.0,86,85,56,61,60.0,61.0
2008-06-03,9.2,6.7,0.0,1.0,-2.0,55,58,3.0,0.0,0.52,0.92,4,3,7.3,5.2,29.69,29.67,0.0,28.97,29.02,4.3,19.35,62.0,66.0,69,74,55,57,57.0,60.0
2008-06-04,5.2,4.3,1.0,4.0,2.0,59,61,0.0,0.0,0.001,0.02,4,5,4.5,3.1,29.62,29.6,0.0,28.9,28.95,4.3,19.366666666666667,66.0,69.0,78,78,54,59,61.0,64.0
2008-06-05,14.0,13.8,9.0,13.0,9.0,68,69,0.0,0.0,0.64,0.22,20,20,11.5,13.2,29.7,29.69,0.0,29.0,29.06,4.283333333333333,19.383333333333333,74.0,78.0,87,88,60,68,71.0,72.0
2008-06-06,21.5,19.5,15.0,15.0,14.0,68,69,0.0,0.0,0.001,0.03,20,20,21.1,19.2,29.76,29.75,0.0,29.07,29.14,4.283333333333333,19.383333333333333,80.0,80.0,87,86,73,73,72.0,72.0
2008-06-07,13.2,12.4,12.0,13.0,11.0,71,71,0.0,0.0,0.11,0.07,19,19,12.5,11.8,29.86,29.85,0.0,29.16,29.23,4.283333333333333,19.4,77.0,78.0,85,84,69,72,73.0,73.0
2008-06-08,12.2,11.5,10.0,11.0,9.0,68,69,0.0,0.0,1.24,1.31,18,19,6.5,4.2,29.81,29.8,0.0,29.11,29.18,4.283333333333333,19.416666666666668,75.0,76.0,85,87,64,65,70.0,71.0
2008-06-09,7.7,8.8,5.0,5.0,4.0,64,64,0.0,0.0,0.14,0.21,22,23,6.3,6.5,29.82,29.8,0.0,29.1,29.17,4.266666666666667,19.416666666666668,70.0,70.0,74,74,65,65,66.0,66.0
2008-06-10,9.6,10.4,4.0,5.0,2.0,56,56,0.0,0.0,0.001,0.01,25,25,8.8,9.3,29.89,29.88,0.0,29.18,29.25,4.266666666666667,19.433333333333334,69.0,70.0,79,80,59,60,61.0,63.0
2008-06-11,10.0,10.4,9.0,11.0,7.0,56,55,0.0,0.0,0.0,0.0,18,18,8.9,9.4,29.99,29.97,0.0,29.28,29.34,4.266666666666667,19.433333333333334,74.0,76.0,86,86,61,66,64.0,64.0
2008-06-12,16.3,15.1,17.0,17.0,14.0,63,63,0.0,0.0,0.0,0.0,18,18,16.1,14.8,29.9,29.89,0.0,29.2,29.26,4.266666666666667,19.45,82.0,82.0,91,91,73,73,69.0,70.0
2008-06-13,9.9,10.8,9.0,9.0,6.0,62,63,0.0,0.0,0.39,0.19,22,23,8.9,9.6,29.92,29.91,0.0,29.21,29.28,4.266666666666667,19.45,74.0,74.0,82,82,65,66,66.0,66.0
2008-06-14,8.8,9.3,7.0,8.0,4.0,53,52,0.0,0.0,0.0,0.0,24,24,8.3,8.7,29.94,29.92,0.0,29.23,29.29,4.266666666666667,19.466666666666665,72.0,73.0,84,84,59,61,61.0,62.0
2008-06-15,9.8,9.7,6.0,6.0,3.0,60,60,0.0,0.0,0.18,0.29,24,24,8.1,8.4,29.84,29.83,0.0,29.15,29.23,4.266666666666667,19.466666666666665,71.0,71.0,81,82,61,60,64.0,64.0
2008-06-16,11.2,11.5,1.0,2.0,-3.0,49,49,0.0,0.0,0.0,0.0,31,31,10.7,10.8,29.91,29.89,0.0,29.2,29.25,4.266666666666667,19.483333333333334,66.0,67.0,72,74,59,60,57.0,57.0
2008-06-17,11.2,10.8,1.0,1.0,-3.0,46,46,0.0,0.0,0.0,0.0,30,30,10.7,10.2,29.97,29.96,0.0,29.26,29.32,4.266666666666667,19.483333333333334,66.0,66.0,76,76,55,56,55.0,55.0
